HomeSeekers and HomeMakers,10 common misconceptions about home buying in 2022,https://forums.hardwarezone.com.sg/threads/10-common-misconceptions-about-home-buying-in-2022.6794639/,"Aug 14, 2022"
HomeSeekers and HomeMakers,Workmanship for Optional Component Scheme BTO flat,https://forums.hardwarezone.com.sg/threads/workmanship-for-optional-component-scheme-bto-flat.6792119/,"Aug 14, 2022"
HomeSeekers and HomeMakers,HDB Essential-Occupiers Scheme,https://forums.hardwarezone.com.sg/threads/hdb-essential-occupiers-scheme.6285909/,"Aug 13, 2022"
HomeSeekers and HomeMakers,Noob question about mezzanine,https://forums.hardwarezone.com.sg/threads/noob-question-about-mezzanine.6793968/,"Aug 13, 2022"
HomeSeekers and HomeMakers,Want to ask about cashier order,https://forums.hardwarezone.com.sg/threads/want-to-ask-about-cashier-order.6791838/,"Aug 13, 2022"
HomeSeekers and HomeMakers,Transferring name for fiance scheme after breakup,https://forums.hardwarezone.com.sg/threads/transferring-name-for-fiance-scheme-after-breakup.6793534/,"Aug 12, 2022"
HomeSeekers and HomeMakers,Bankrupt seller,https://forums.hardwarezone.com.sg/threads/bankrupt-seller.5208124/,"Aug 12, 2022"
HomeSeekers and HomeMakers,HDB flat buyers in 3 BTO projects frustrated by fresh delays just months before completion,https://forums.hardwarezone.com.sg/threads/hdb-flat-buyers-in-3-bto-projects-frustrated-by-fresh-delays-just-months-before-completion.6730534/,"Aug 12, 2022"
HomeSeekers and HomeMakers,Golden Mile Complex: Test case for collective sale and conservation,https://forums.hardwarezone.com.sg/threads/golden-mile-complex-test-case-for-collective-sale-and-conservation.6651028/,"Aug 10, 2022"
HomeSeekers and HomeMakers,Newly MOP 2 rm or Old 3 rm resale? Planning to get BTO after 5 years. Please advise,https://forums.hardwarezone.com.sg/threads/newly-mop-2-rm-or-old-3-rm-resale-planning-to-get-bto-after-5-years-please-advise.6791101/,"Aug 10, 2022"
HomeSeekers and HomeMakers,HLE application But with HX rating,https://forums.hardwarezone.com.sg/threads/hle-application-but-with-hx-rating.6001833/,"Aug 10, 2022"
HomeSeekers and HomeMakers,[[ Official Selective En bloc Redevelopment Scheme (SERS)]],https://forums.hardwarezone.com.sg/threads/official-selective-en-bloc-redevelopment-scheme-sers.6728490/,"Aug 9, 2022"
HomeSeekers and HomeMakers,Why does HDB need so long to build pre-fab HDB apartments?,https://forums.hardwarezone.com.sg/threads/why-does-hdb-need-so-long-to-build-pre-fab-hdb-apartments.6777112/,"Aug 9, 2022"
HomeSeekers and HomeMakers,HDB Resale Valuation,https://forums.hardwarezone.com.sg/threads/hdb-resale-valuation.6569608/,"Aug 9, 2022"
HomeSeekers and HomeMakers,"Pollution around kallang residences, Southbank, Citylights",https://forums.hardwarezone.com.sg/threads/pollution-around-kallang-residences-southbank-citylights.6790653/,"Aug 8, 2022"
HomeSeekers and HomeMakers,Woodleigh Glen / Woodleigh Village FB Group,https://forums.hardwarezone.com.sg/threads/woodleigh-glen-woodleigh-village-fb-group.5545705/,"Aug 7, 2022"
HomeSeekers and HomeMakers,new bto common corridor has wall to block service yard view?,https://forums.hardwarezone.com.sg/threads/new-bto-common-corridor-has-wall-to-block-service-yard-view.6789957/,"Aug 7, 2022"
HomeSeekers and HomeMakers,Pay more cash and less CPF or more CPF and less cash for HDB loan?,https://forums.hardwarezone.com.sg/threads/pay-more-cash-and-less-cpf-or-more-cpf-and-less-cash-for-hdb-loan.6788742/,"Aug 6, 2022"
HomeSeekers and HomeMakers,Selling 4 room flat to BTO for 5 room flat,https://forums.hardwarezone.com.sg/threads/selling-4-room-flat-to-bto-for-5-room-flat.6790223/,"Aug 6, 2022"
HomeSeekers and HomeMakers,Am I overstretching as a single buyer?,https://forums.hardwarezone.com.sg/threads/am-i-overstretching-as-a-single-buyer.6787622/,"Aug 6, 2022"
HomeSeekers and HomeMakers,HLE enquiry,https://forums.hardwarezone.com.sg/threads/hle-enquiry.3988103/,"Aug 5, 2022"
HomeSeekers and HomeMakers,Are there any 3 room (2 bedroom 2 toilet) old flat on top floor in any estates?,https://forums.hardwarezone.com.sg/threads/are-there-any-3-room-2-bedroom-2-toilet-old-flat-on-top-floor-in-any-estates.6787083/,"Aug 5, 2022"
HomeSeekers and HomeMakers,"If i bought a resale HDB 4rm under singles scheme, my blk got SERS can i buy a BTO 4rm as replacement?",https://forums.hardwarezone.com.sg/threads/if-i-bought-a-resale-hdb-4rm-under-singles-scheme-my-blk-got-sers-can-i-buy-a-bto-4rm-as-replacement.6788206/,"Aug 5, 2022"
HomeSeekers and HomeMakers,Grants for Non-Citizen Spouse Scheme for Resale flats,https://forums.hardwarezone.com.sg/threads/grants-for-non-citizen-spouse-scheme-for-resale-flats.6789392/,"Aug 3, 2022"
HomeSeekers and HomeMakers,Dakota May 2017 BTO,https://forums.hardwarezone.com.sg/threads/dakota-may-2017-bto.5627977/,"Aug 3, 2022"
HomeSeekers and HomeMakers,Extending a room,https://forums.hardwarezone.com.sg/threads/extending-a-room.6788816/,"Aug 2, 2022"
HomeSeekers and HomeMakers,Normanton Park by kingsford,https://forums.hardwarezone.com.sg/threads/normanton-park-by-kingsford.6421267/,"Aug 1, 2022"
HomeSeekers and HomeMakers,SERS Tanglin Halt,https://forums.hardwarezone.com.sg/threads/sers-tanglin-halt.5081275/,"Jul 31, 2022"
HomeSeekers and HomeMakers,Euro-Asia Apt sold 1300ppr.Beaumont asking 2366ppr,https://forums.hardwarezone.com.sg/threads/euro-asia-apt-sold-1300ppr-beaumont-asking-2366ppr.6785383/,"Jul 31, 2022"
HomeSeekers and HomeMakers,JAB or potential JCube site,https://forums.hardwarezone.com.sg/threads/jab-or-potential-jcube-site.6787008/,"Jul 30, 2022"
HomeSeekers and HomeMakers,Official May 2017 BTO,https://forums.hardwarezone.com.sg/threads/official-may-2017-bto.5566949/,"Jul 30, 2022"
HomeSeekers and HomeMakers,Any Fengshui Master to recommend?,https://forums.hardwarezone.com.sg/threads/any-fengshui-master-to-recommend.5353884/,"Jul 30, 2022"
HomeSeekers and HomeMakers,2 room bto after 5 years mop also cannot rent out?,https://forums.hardwarezone.com.sg/threads/2-room-bto-after-5-years-mop-also-cannot-rent-out.6196840/,"Jul 30, 2022"
HomeSeekers and HomeMakers,[help] BTO flat furnishing questions,https://forums.hardwarezone.com.sg/threads/help-bto-flat-furnishing-questions.4152137/,"Jul 29, 2022"
HomeSeekers and HomeMakers,Will kallang residences be the first 4rm HDB to mop at $1million,https://forums.hardwarezone.com.sg/threads/will-kallang-residences-be-the-first-4rm-hdb-to-mop-at-1million.6502860/,"Jul 29, 2022"
HomeSeekers and HomeMakers,copen grand,https://forums.hardwarezone.com.sg/threads/copen-grand.6785578/,"Jul 28, 2022"
HomeSeekers and HomeMakers,Estuary at Yishun,https://forums.hardwarezone.com.sg/threads/estuary-at-yishun.5986050/,"Jul 28, 2022"
HomeSeekers and HomeMakers,Residences at Dunman Road - Reserved Land,https://forums.hardwarezone.com.sg/threads/residences-at-dunman-road-reserved-land.6652233/,"Jul 28, 2022"
HomeSeekers and HomeMakers,Tenet EC @ Tampines,https://forums.hardwarezone.com.sg/threads/tenet-ec-tampines.6781517/,"Jul 27, 2022"
HomeSeekers and HomeMakers,AMO Residence - AMK site by UOL,https://forums.hardwarezone.com.sg/threads/amo-residence-amk-site-by-uol.6751743/,"Jul 27, 2022"
HomeSeekers and HomeMakers,Risks of inviting ID before signing contract to view your new place,https://forums.hardwarezone.com.sg/threads/risks-of-inviting-id-before-signing-contract-to-view-your-new-place.6780780/,"Jul 27, 2022"
HomeSeekers and HomeMakers,cooker hob repair,https://forums.hardwarezone.com.sg/threads/cooker-hob-repair.6785285/,"Jul 26, 2022"
HomeSeekers and HomeMakers,Need advice on HDB Resale with a parent as a Gen Z,https://forums.hardwarezone.com.sg/threads/need-advice-on-hdb-resale-with-a-parent-as-a-gen-z.6779815/,"Jul 25, 2022"
HomeSeekers and HomeMakers,Recommendation of Ziptrack/Zipblind?,https://forums.hardwarezone.com.sg/threads/recommendation-of-ziptrack-zipblind.6756238/,"Jul 25, 2022"
HomeSeekers and HomeMakers,[[ Official November 2021 BTO ]],https://forums.hardwarezone.com.sg/threads/official-november-2021-bto.6576502/,"Jul 24, 2022"
HomeSeekers and HomeMakers,Looking for accommodation single room,https://forums.hardwarezone.com.sg/threads/looking-for-accommodation-single-room.6784657/,"Jul 23, 2022"
HomeSeekers and HomeMakers,Sceneca Square & Residence at Tanah Merah,https://forums.hardwarezone.com.sg/threads/sceneca-square-residence-at-tanah-merah.6712583/,"Jul 23, 2022"
HomeSeekers and HomeMakers,How to choose the best unit (or avoid the worst unit) in a condo,https://forums.hardwarezone.com.sg/threads/how-to-choose-the-best-unit-or-avoid-the-worst-unit-in-a-condo.6313243/,"Jul 23, 2022"
HomeSeekers and HomeMakers,Official August 2020 BTO,https://forums.hardwarezone.com.sg/threads/official-august-2020-bto.6205957/,"Jul 22, 2022"
HomeSeekers and HomeMakers,HLE - need to produce 6 months of bank statement to show built up of savings,https://forums.hardwarezone.com.sg/threads/hle-need-to-produce-6-months-of-bank-statement-to-show-built-up-of-savings.6774341/,"Jul 21, 2022"
HomeSeekers and HomeMakers,ABSD on new launch purchase?,https://forums.hardwarezone.com.sg/threads/absd-on-new-launch-purchase.6781636/,"Jul 20, 2022"
HomeSeekers and HomeMakers,Noisy Tenants Upstairs ( Every Single Footsteps can be heard! ),https://forums.hardwarezone.com.sg/threads/noisy-tenants-upstairs-every-single-footsteps-can-be-heard.6493412/,"Jul 19, 2022"
HomeSeekers and HomeMakers,resale prices more and more ridiculous?,https://forums.hardwarezone.com.sg/threads/resale-prices-more-and-more-ridiculous.6770415/,"Jul 19, 2022"
HomeSeekers and HomeMakers,NOV 2021 SBF,https://forums.hardwarezone.com.sg/threads/nov-2021-sbf.6627781/,"Jul 18, 2022"
HomeSeekers and HomeMakers,Will you buy Sembawang EC?,https://forums.hardwarezone.com.sg/threads/will-you-buy-sembawang-ec.4253753/,"Jul 18, 2022"
HomeSeekers and HomeMakers,Recommendation for any renovation contractors?,https://forums.hardwarezone.com.sg/threads/recommendation-for-any-renovation-contractors.4728496/,"Jul 18, 2022"
HomeSeekers and HomeMakers,Geylang Lor 3 60yr lease running out,https://forums.hardwarezone.com.sg/threads/geylang-lor-3-60yr-lease-running-out.6112103/,"Jul 17, 2022"
HomeSeekers and HomeMakers,[[ Official Open Booking of Flats ]],https://forums.hardwarezone.com.sg/threads/official-open-booking-of-flats.6362150/,"Jul 16, 2022"
HomeSeekers and HomeMakers,How the hdb ownership transfer work with bank loan?,https://forums.hardwarezone.com.sg/threads/how-the-hdb-ownership-transfer-work-with-bank-loan.6776484/,"Jul 16, 2022"
HomeSeekers and HomeMakers,"Woodleigh Residence, Park Colonial, The Tre Ver",https://forums.hardwarezone.com.sg/threads/woodleigh-residence-park-colonial-the-tre-ver.5919775/,"Jul 16, 2022"
HomeSeekers and HomeMakers,"Punggol residents fear attack by macaques ‘sooner than later’, as monkeys steal from bakery and supermarket",https://forums.hardwarezone.com.sg/threads/punggol-residents-fear-attack-by-macaques-sooner-than-later-as-monkeys-steal-from-bakery-and-supermarket.6778981/,"Jul 15, 2022"
HomeSeekers and HomeMakers,[[ Official February 2022 BTO ]],https://forums.hardwarezone.com.sg/threads/official-february-2022-bto.6641714/,"Jul 15, 2022"
HomeSeekers and HomeMakers,Bto/sbf question,https://forums.hardwarezone.com.sg/threads/bto-sbf-question.6779224/,"Jul 14, 2022"
HomeSeekers and HomeMakers,housekeeping,https://forums.hardwarezone.com.sg/threads/housekeeping.6779059/,"Jul 14, 2022"
HomeSeekers and HomeMakers,AMK site launching soon,https://forums.hardwarezone.com.sg/threads/amk-site-launching-soon.6731990/,"Jul 13, 2022"
HomeSeekers and HomeMakers,HLE Loan Enquiry,https://forums.hardwarezone.com.sg/threads/hle-loan-enquiry.6778101/,"Jul 13, 2022"
HomeSeekers and HomeMakers,SINGLE BUYING RESALE HOUSE,https://forums.hardwarezone.com.sg/threads/single-buying-resale-house.5001751/,"Jul 12, 2022"
HomeSeekers and HomeMakers,white particles spotted atop water in hot water flask,https://forums.hardwarezone.com.sg/threads/white-particles-spotted-atop-water-in-hot-water-flask.6776554/,"Jul 12, 2022"
HomeSeekers and HomeMakers,HDB Aircon additional compressor.,https://forums.hardwarezone.com.sg/threads/hdb-aircon-additional-compressor.6548327/,"Jul 10, 2022"
HomeSeekers and HomeMakers,"For the old condo Orchid Park at Yishun, what's the chance of en-bloc if you buy now?",https://forums.hardwarezone.com.sg/threads/for-the-old-condo-orchid-park-at-yishun-whats-the-chance-of-en-bloc-if-you-buy-now.3415974/,"Jul 8, 2022"
HomeSeekers and HomeMakers,May BTO 2022- Bukit Merah Ridge,https://forums.hardwarezone.com.sg/threads/may-bto-2022-bukit-merah-ridge.6775174/,"Jul 7, 2022"
HomeSeekers and HomeMakers,Question around essential occupier scheme (married),https://forums.hardwarezone.com.sg/threads/question-around-essential-occupier-scheme-married.6773572/,"Jul 7, 2022"
HomeSeekers and HomeMakers,Resale condo in tampines,https://forums.hardwarezone.com.sg/threads/resale-condo-in-tampines.6774680/,"Jul 6, 2022"
HomeSeekers and HomeMakers,your the other half passed away while waiting for bto...,https://forums.hardwarezone.com.sg/threads/your-the-other-half-passed-away-while-waiting-for-bto.4153488/,"Jul 6, 2022"
HomeSeekers and HomeMakers,Bukit Batok resale condo,https://forums.hardwarezone.com.sg/threads/bukit-batok-resale-condo.6767641/,"Jul 5, 2022"
