everyone,NN
gan,JJ
si,NN
necessary,JJ
ban,NN
public,JJ
transport,NN
fruitist,NN
fruit,NN
awesome,JJ
disgust,NN
many,JJ
minimal,JJ
thanks,NNS
industry,NN
exploring,VBG
testing,VBG
various,JJ
discreetly,RB
fly,JJ
frozen,JJ
durian,JJ
sometimes,RB
smell,VBP
bus,JJ
vacuum,NN
shell,RB
eating,VBG
sai,NN
hate,NN
bring,NN
fresh,JJ
crowd,VBP
around,IN
anyone,NN
dislike,NN
rah,NN
avoid,VBZ
plague,JJ
extreme,JJ
either,CC
love,VB
due,JJ
safety,NN
cause,NN
sharp,JJ
yes,UH
absolutely,RB
rule,VB
brought,RB
well,RB
took,VBD
nobody,NN
saw,VBD
cabin,JJ
anyway,RB
slight,JJ
ventilation,NN
partially,RB
slit,JJ
stuff,NN
chicken,NN
nice,JJ
smelly,RB
driver,NN
ca,MD
double,JJ
bag,NN
whatever,WDT
later,RB
obvious,JJ
cave,NN
ba,NN
empress,NN
said,VBD
best,JJS
system,NN
remove,VB
kick,NN
un,JJ
tofu,VB
detect,VB
checked,VBN
boarding,NN
train,NN
orignal,JJ
land,NN
follow,JJ
culture,NN
carry,NN
contraband,VB
smart,JJ
ethical,JJ
ask,NN
seller,NN
layer,NN
often,RB
bagging,VBG
technique,NN
questionable,JJ
especially,RB
manual,JJ
considered,VBD
expect,VBP
full,JJ
stack,NN
proficiently,RB
quarter,NN
exist,VBP
market,NN
highly,RB
sought,VBD
surprise,NN
recycle,NN
posting,VBG
irrelevant,NN
ya,NN
hearing,VBG
specialized,VBN
future,JJ
turn,VB
shaped,VBN
lamp,NN
common,JJ
easy,JJ
handle,VB
technically,RB
speaking,VBG
web,NN
developer,NN
solve,NN
figure,NN
meaningless,NN
going,VBG
sorry,JJ
boomer,NN
believe,VBP
basic,JJ
dev,NN
able,JJ
might,MD
specialize,VB
agree,JJ
engineer,NN
achievable,JJ
vague,JJ
depth,NN
savvy,NN
fe,NN
knowledge,JJ
technology,NN
vibrant,NN
technological,JJ
thick,NN
handled,VBN
cross,NN
browser,NN
compatibility,NN
chore,NN
today,NN
largely,RB
merger,NN
spec,VBP
across,IN
homogenous,JJ
effort,NN
spent,VBD
early,JJ
days,NNS
someone,NN
ago,RB
experience,NN
needing,VBG
choice,NN
constraint,NN
moreover,RB
decently,RB
verse,JJ
important,JJ
implementation,NN
imagine,NN
sa,VBD
drop,NN
engineering,NN
group,NN
protocol,NN
thing,NN
inside,IN
robust,JJ
complete,JJ
create,NN
server,NN
client,NN
half,RB
works,VBZ
connector,JJ
forte,VB
sides,NNS
introduction,NN
responsible,JJ
write,JJ
code,NN
compile,NN
running,VBG
opaque,JJ
execution,NN
model,NN
otherwise,RB
interact,JJ
invoke,RB
knowing,VBG
familiar,JJ
excuse,IN
ridiculous,JJ
impact,NN
ironically,RB
something,NN
visible,JJ
false,JJ
entire,JJ
object,NN
functionally,RB
user,RB
slows,VBZ
terminal,JJ
apache,NN
hosting,VBG
norm,JJ
wouldnt,VBP
question,NN
lead,NN
learn,VBD
point,NN
learning,VBG
gon,NN
prod,NN
odd,JJ
finding,VBG
weird,JJ
develop,NN
ship,NN
product,NN
err,RB
upon,IN
graduation,NN
thats,NNS
design,VBP
nid,JJ
worry,VBP
big,JJ
higher,JJR
retire,NN
designer,NN
observability,NN
becomes,VBZ
pain,VB
depending,VBG
architecture,NN
hope,NN
randomly,RB
drawing,VBG
resume,VB
interview,NN
filter,RB
proficiency,NN
unique,JJ
require,VBP
graphic,JJ
photography,NN
motion,NN
graphics,NNS
top,JJ
visual,JJ
throw,VBP
bonus,NN
modeling,VBG
animation,NN
sound,NN
rare,JJ
mileage,NN
differ,VB
met,VB
naturally,RB
confirm,JJ
apparently,RB
first,JJ
vegetable,JJ
fake,VB
toe,NN
transformer,NN
look,NN
support,NN
sticks,NNS
cleavage,NN
respect,NN
nurse,NN
slim,RB
space,NN
bounce,NN
bra,VBP
removed,VBD
jade,NN
sent,NN
firm,NN
cement,NN
used,VBN
beach,NN
hot,JJ
office,NN
toner,NN
gotch,NN
dan,NN
dare,NN
ghost,NN
rest,NN
plastic,NN
technical,JJ
storeroom,NN
relax,NN
try,VB
jiggle,NNS
shake,VB
intelligent,JJ
insightful,JJ
awareness,JJ
politics,NNS
current,JJ
interested,JJ
shopping,NN
vote,NN
default,NN
ge,NN
high,JJ
part,NN
reel,NN
ordered,VBN
potted,VBN
illegally,RB
west,JJ
parking,VBG
lots,NNS
park,VBP
freedom,JJ
season,NN
issue,NN
taken,VBN
kitchen,NN
window,NN
owner,NN
internal,JJ
path,NN
retarded,VBD
night,NN
plant,NN
meaning,VBG
utilize,JJ
till,NN
level,NN
sun,NN
bake,VB
garden,NN
daft,NN
roof,VBZ
ride,VBP
bicycle,NN
run,NN
walk,VBP
number,NN
another,DT
extend,VBP
collect,VBP
area,NN
breed,JJ
nea,RB
keep,VB
check,NN
bang,NN
caution,NN
become,RB
dangerous,JJ
falling,VBG
item,NN
injure,NN
joke,VBP
function,NN
near,IN
reason,NN
corridor,NN
wide,JJ
tay,JJ
photo,JJ
sensation,NN
slow,JJ
drain,NN
water,NN
illegal,JJ
along,IN
fact,NN
clutter,NN
place,NN
outside,NN
state,NN
adopt,VB
policy,NN
unofficially,RB
disturb,NN
necessarily,RB
usage,JJ
notch,NN
red,VBD
dengue,NN
fever,NN
alone,RB
grow,VB
slope,NN
grass,NN
patch,NN
host,NN
round,RP
community,NN
past,JJ
authority,NN
consider,VB
minor,JJ
great,JJ
inconsiderate,NN
plate,JJ
underneath,NN
pot,NN
bother,IN
pour,FW
stagnant,JJ
close,RB
growing,VBG
papaya,JJ
tree,JJ
rooted,VBN
earth,NN
worst,JJS
frequently,RB
brisk,VBZ
walking,VBG
lap,NN
shop,NN
uncle,NN
following,VBG
would,MD
ugly,RB
yaya,NN
neat,JJ
kampong,RB
childhood,VBD
sunflower,NN
exactly,RB
zombie,NN
identical,JJ
floor,NN
heat,NN
rain,VBP
air,NN
shelter,NN
spacious,JJ
vehicle,NN
surrounding,VBG
perhaps,RB
visit,NN
amazed,JJ
covert,JJ
appreciate,JJ
funny,JJ
allow,JJ
block,NN
beautify,VB
access,NN
scale,JJ
activity,NN
heavy,JJ
ceramic,JJ
energetic,JJ
mixed,JJ
soil,NN
quantity,NN
lorry,JJ
pickup,NN
huge,JJ
play,NN
midnight,JJ
pi,VBP
smoking,VBG
drinking,NN
monkey,NN
climbing,VBG
squarish,JJ
root,NN
climb,NN
arrow,NN
pipe,NN
stand,VBP
circle,NN
show,NN
build,RP
accused,JJ
planting,VBG
latest,JJS
resident,NN
notified,VBD
sin,JJ
min,NNS
daily,RB
news,NN
posted,VBD
found,VBN
involved,VBN
reporter,NN
yesterday,NN
housewife,NN
disappointed,JJ
sad,JJ
morning,NN
lived,VBD
reluctant,JJ
cultivated,VBN
impossible,JJ
besides,IN
sunlight,NN
bloom,NN
building,NN
grown,JJ
carefully,RB
dragon,NN
colorful,NN
leaves,VBZ
second,JJ
continue,NN
flat,JJ
ensure,VB
environment,NN
clean,JJ
tidy,NN
watering,NN
pity,VB
according,VBG
newspaper,NN
continuous,JJ
torrential,JJ
worried,VBD
accumulation,JJ
breeding,VBG
report,VB
relevant,JJ
august,NN
bloody,NN
grandfather,PRP$
lim,NN
eh,FW
pass,NN
landed,VBD
roadside,JJ
bigger,JJR
free,JJ
feedback,NN
wondering,VBG
appeal,JJ
decision,NN
honest,JJS
welly,RB
done,VBN
maintain,NN
letter,NN
pandan,NN
went,VBD
signature,NN
pose,NN
discover,NN
millions,NNS
sleep,VB
son,NN
rubbish,JJ
dump,NN
snake,NN
unsee,NN
increase,NN
coe,NN
quota,NN
happy,JJ
heart,NN
salt,JJ
openly,RB
literally,RB
deck,NN
amid,IN
middle,JJ
driveway,NN
crazy,VBP
particular,JJ
pa,NN
smash,NN
damn,NN
small,JJ
corner,NN
shown,VBN
almost,RB
normal,JJ
x,NNS
hardly,RB
drive,VBP
stays,NNS
reach,NN
received,VBD
town,NN
council,NN
messy,NN
sleeping,VBG
little,JJ
incident,NN
didnt,NN
green,JJ
forward,NN
backwards,NNS
solar,NN
hose,JJ
stop,VB
roast,NN
meat,NN
stall,NN
bad,JJ
store,NN
peak,JJ
hour,NN
super,JJ
food,NN
expert,JJ
housing,NN
law,NN
rigid,JJ
complaint,NN
act,NN
tit,NN
lunch,JJ
nope,NN
wash,NN
ne,RB
meet,NN
removal,JJ
mosquito,NNS
breeder,NN
cluster,NN
wow,NN
install,JJ
logic,JJ
squatter,NN
rent,NN
admit,VBP
mountain,JJ
turtle,NN
answer,IN
special,JJ
gym,NN
equipment,NN
tried,VBN
strange,JJ
shouting,VBG
defend,VBP
none,NN
us,PRP
frankly,NNS
afford,JJ
property,NN
private,JJ
daring,NN
embed,VB
fence,NN
wait,JJ
honestly,RB
wind,NN
fall,NN
head,NN
mani,NN
regularly,RB
recreation,NN
kill,NN
fish,JJ
lift,NN
lobby,NN
tou,NN
finally,RB
sickening,VBG
locking,VBG
linked,VBD
carp,NN
flush,NN
beside,IN
drainage,JJ
struck,NN
making,VBG
flood,NN
mushy,JJ
slippery,NN
algae,NN
ground,NN
pick,JJ
police,NN
name,RB
inform,NN
gardening,VBG
hobby,NN
balcony,NN
peasant,NN
harder,RBR
move,NN
neighbor,NN
previously,RB
discrete,JJ
stealing,VBG
fire,NN
strength,NN
practically,RB
factory,NN
cant,JJ
accommodate,NN
warn,NN
legal,JJ
enforcement,NN
shift,NN
slowly,RB
removing,NN
seeing,VBG
carrying,NN
initially,RB
edge,NN
inch,NN
mile,NN
orange,JJ
sic,JJ
pic,NN
row,NN
wall,JJ
classic,JJ
leeway,RB
occupy,VBP
nearly,RB
sue,NN
loss,NN
revenue,NN
irony,JJ
estate,NN
enjoy,NN
marking,VBG
probably,RB
wear,VBP
mask,JJ
vaccination,NN
tax,NN
rental,NN
plot,NN
void,NN
bedroom,NN
size,NN
pasted,VBD
note,NN
god,NN
watching,VBG
elsewhere,RB
amicable,JJ
solution,NN
announce,NN
set,VBN
taxpayer,JJ
whack,NN
project,NN
spirit,NN
tool,NN
tourist,JJ
quote,NN
truth,NN
award,RB
meant,JJ
tourism,NN
country,NN
ar,NNS
bats,NNS
eyelid,VBP
lose,VBP
request,JJS
plead,JJ
pitch,JJ
tent,NN
claim,NN
cry,NN
foul,NN
whats,NNS
suddenly,RB
slum,NN
spore,NN
rather,RB
grave,VBP
tender,NN
clear,JJ
accountability,NN
redo,NN
proper,JJ
chee,NN
appear,VB
purpose,NN
made,VBD
encouraging,NN
civil,JJ
service,NN
major,JJ
government,NN
piece,JJ
cake,VB
rider,NN
acceptable,JJ
submit,VB
jolly,RB
week,NN
basically,RB
cheng,JJ
start,NN
built,VBN
mediate,NN
article,NN
danger,NN
lost,VBN
opportunity,NN
came,VBD
eat,JJ
siding,VBG
picture,NN
whether,IN
oil,NN
mu,NN
magic,NN
explore,NN
hill,NN
blocking,VBG
safe,JJ
nursery,RB
claw,VB
yr,NN
correct,JJ
sadly,RB
nearby,RB
guess,JJ
milk,NN
cow,JJ
leisure,NN
greedy,NN
promote,NN
hidden,JJ
profit,NN
agenda,NN
black,JJ
flow,NN
causing,VBG
countless,NN
cricket,NN
personally,RB
lastly,RB
centauri,NN
b,NN
white,JJ
paper,NN
apply,VB
reflect,NN
den,JJ
local,JJ
immediately,RB
newly,RB
comes,VBZ
proportion,NN
farming,VBG
pap,NN
rented,VBN
fee,NN
temperature,NN
pushing,VBG
sleepy,NN
comment,NN
g,VBP
cultivate,NN
win,JJ
enforce,NN
strictly,RB
loose,JJ
patient,NN
commercial,JJ
urban,JJ
reading,VBG
somewhere,RB
serene,JJ
bet,NN
converted,VBN
jail,NN
mayor,NN
spouting,VBG
cursed,VBN
buttock,NN
recording,VBG
bait,NN
tomato,VBD
towards,IN
lite,NN
convert,JJ
lately,RB
sum,JJ
yearly,RB
touch,RB
steal,NN
secret,JJ
botanic,JJ
bath,NN
washing,NN
pack,NN
watch,NN
search,NN
sec,NN
showing,VBG
stuck,JJ
available,JJ
zoom,NNP
warning,VBG
professional,JJ
se,NN
quality,NN
playback,NN
speed,NN
giddy,NN
sore,VB
opposite,JJ
driving,VBG
directly,RB
trigger,NN
massive,JJ
deserved,VBD
exploded,VBD
certain,JJ
movement,NN
encourage,NN
thumb,JJ
recently,RB
distribute,VB
mind,NN
exercise,NN
amy,JJ
north,JJ
kang,NN
mong,RB
yen,NNS
ling,VBG
improve,VB
easily,RB
fiercely,RB
additional,JJ
walkway,NN
minister,NN
saying,VBG
media,NNS
ignore,RB
deserve,VB
breaking,VBG
greener,NN
addition,NN
social,JJ
enterprise,NN
contracted,VBD
terrible,JJ
optics,NNS
bonding,NN
intangible,JJ
beyond,IN
fancy,NN
thank,NN
older,NN
shipping,VBG
container,NN
workshop,NN
blanket,NN
industrial,JJ
concrete,NN
thankfully,RB
initiative,NN
coy,NN
da,JJ
farm,NN
artificial,JJ
kor,NNS
heck,NN
auntie,JJ
reap,JJ
benefit,NN
power,NN
except,IN
core,NN
value,NN
result,NN
flower,JJR
approval,NN
difficult,JJ
mention,NN
hazard,NN
crack,NN
nuisance,NN
crackdown,VBN
three,CD
tech,NN
energy,NN
generation,NN
whose,WP$
ura,NN
cum,NN
cream,NN
picked,VBD
copied,VBD
idea,NN
wild,JJ
crap,NN
missing,VBG
thrown,RP
theft,NN
awhile,JJ
unhappy,JJ
installation,NN
panel,NN
deforestation,NN
greater,JJR
unwind,IN
destress,JJ
party,NN
compassion,NN
permission,NN
proceed,NN
leisurely,RB
exploit,NN
staunch,NN
supporter,NN
accumulate,JJ
closed,VBD
happen,VB
definitely,RB
knew,VBD
pawn,NN
book,NN
obviously,RB
multitude,RB
glaring,VBG
setting,VBG
precedence,NN
charge,NN
currently,RB
several,JJ
pigeon,NN
clearly,RB
bear,JJ
hello,NN
leftover,NN
farmer,NN
harm,JJ
greenery,NN
improving,VBG
slap,JJ
healing,VBG
nature,NN
needs,VBZ
stopped,JJ
thankful,JJ
carried,VBD
affect,VBP
scene,NN
apocalyptic,JJ
movie,NN
idiot,NN
petition,NN
intervention,NN
forever,RB
simply,RB
leather,JJR
melt,NN
destroy,NN
territory,NN
channel,NN
simple,JJ
force,NN
harmless,NN
spot,NN
elderly,JJ
invite,JJ
minority,NN
sake,NN
blind,IN
squatting,VBG
moment,NN
official,JJ
statement,NN
booked,JJ
hydrant,JJ
base,NN
conspiracy,NN
theory,NN
brain,NN
citizen,NN
knife,NN
grind,VB
piss,JJ
hinder,NN
dam,NN
effective,JJ
beat,NN
join,NN
allocate,NN
nicely,RB
poppy,NNS
allotment,NN
subject,JJ
availability,NN
doorstep,NN
tend,JJ
tiring,VBG
pioneer,NN
gen,NN
large,JJ
incredible,JJ
risk,NN
infestation,NN
net,JJ
zero,NN
carbon,NN
match,NN
goy,NN
door,JJ
listen,VBP
snoring,VBG
blame,JJ
koi,NN
busy,JJ
body,NN
affair,NN
goodness,NN
tai,NN
laugh,IN
weed,JJ
hundred,CD
quickly,RB
quick,JJ
whereas,NNS
prevent,NN
debacle,NN
residential,JJ
development,NN
pah,VBD
resulting,JJ
closure,NN
urge,JJ
sustainable,JJ
portion,NN
pottery,NN
mercy,NN
streets,NNS
similar,JJ
dress,NN
peacock,NN
tight,JJ
gorilla,NN
jungle,NN
bacteria,NNS
virus,NN
prefer,VB
sexual,JJ
skip,JJ
sweet,JJ
sho,JJ
practical,NN
cute,JJ
looking,VBG
gal,JJ
dine,NN
western,JJ
sit,NN
curb,NN
smoke,NN
exhaust,VBP
serious,JJ
artistic,JJ
contract,NN
dose,JJ
ache,IN
slave,NN
spoiler,NN
handwriting,NN
difficulty,NN
pretty,JJ
beginning,VBG
study,NN
struggling,VBG
writing,NN
far,RB
xi,VB
dada,NN
order,NN
anyways,VBZ
seldom,NN
speak,NN
mandarin,NN
jelly,RB
nib,JJ
saved,VBN
hoot,NN
leaf,NN
squeeze,NN
divide,RB
hunt,NN
bub,NN
enter,JJ
intern,JJ
beta,NN
exert,VBP
dominance,NN
misunderstood,NN
berry,NN
impressionable,JJ
kindness,NN
liquor,VBN
stock,NN
nose,JJ
pleasant,NN
taste,NN
plain,VBP
bottom,NN
bourbon,NN
smoky,NN
glass,NN
training,NN
deep,JJ
sooner,NN
throwing,VBG
bain,NN
tops,VBZ
easier,JJR
grad,NN
parachute,NN
fight,VBD
batch,NN
direct,JJ
hire,NN
winning,VBG
kite,RB
volume,NN
skin,JJ
infection,NN
hungry,JJ
success,NN
yeah,NN
relaxed,JJ
seasick,JJ
inland,NN
sea,NN
sickness,NN
medicine,NN
trend,NN
increment,JJ
rate,NN
starting,VBG
cumulative,JJ
game,NN
short,JJ
sweat,NN
brand,NN
famous,JJ
grouse,NN
trio,NN
noel,DT
scary,JJ
consulting,VBG
chill,NN
phase,VB
scotch,NN
evening,NN
explain,VBP
dedication,NN
accent,JJ
via,IN
poor,JJ
pika,FW
pro,NN
offer,NN
pure,JJ
fail,VBP
excursion,NN
overnight,JJ
ferry,NN
jacket,NN
waste,NN
virtual,JJ
chop,NN
dying,VBG
cheaply,NN
flip,NN
delete,JJ
collar,NN
shed,VBD
former,JJ
shame,NN
failing,VBG
entrance,NN
girl,NN
exam,JJ
deal,NN
complicated,VBN
streaming,NN
push,NN
insurance,NN
trap,NN
banking,NN
ceiling,NN
hopefully,RB
chase,NN
promotion,NN
switch,VB
company,NN
position,NN
dude,NN
degree,JJ
rank,NN
growth,NN
internship,JJ
jobless,JJ
based,VBN
inflation,NN
yang,NN
di,JJ
pore,NN
reduced,JJ
mid,JJ
expatriate,NN
read,VBP
fun,NN
til,NN
phone,NN
stream,NN
siol,NN
hair,NN
tag,JJ
rat,NN
fitting,NN
tanned,VBD
pierce,JJ
ear,NN
tattoo,JJ
joiner,NN
perm,NN
cham,NN
faster,RBR
dot,NNS
angry,JJ
dance,NN
nth,JJ
bully,RB
silent,JJ
task,NN
cold,JJ
weather,NN
leave,VB
weekend,NN
squad,NN
sir,NN
chilling,VBG
wed,VBN
en,NN
meeting,NN
cam,NN
breakfast,NN
criminal,JJ
court,NN
habit,NN
cook,NN
basil,NN
pork,NN
mood,NN
artist,NN
witch,NN
papa,VB
drew,NN
hold,VB
candle,JJ
beam,NN
aka,NN
whiskey,NN
jap,NN
style,NN
corn,NN
rye,NN
light,NN
bright,JJ
malt,NN
barley,NN
remainder,NN
grain,NN
blended,VBN
medium,NN
mellow,JJ
hao,JJ
alcohol,NN
encyclopedia,NN
ball,NN
rough,IN
smooth,NN
fat,NN
liver,JJ
failure,NN
preference,NN
tables,NNS
drink,VBP
highball,NN
handful,JJ
healthy,JJ
harvest,JJS
parsley,NN
germinate,JJ
mung,NN
sub,NN
episode,NN
list,NN
anime,RB
tear,JJ
comforting,VBG
pluck,JJ
smaller,JJR
extra,JJ
propagate,JJ
wont,VBD
successfully,RB
sage,NN
kaffir,VBD
melon,NN
lemon,NN
lime,NN
lousy,JJ
cabbage,NN
parent,NN
beer,NN
screen,NN
hug,JJ
folder,NN
clone,NN
hugging,VBG
alright,NN
dish,VB
thin,NN
stir,JJ
fry,NN
cooking,NN
interesting,VBG
world,NN
personality,NN
blue,JJ
ara,NN
orchard,JJ
central,JJ
bar,NN
praise,VBP
lady,JJ
router,NN
stopping,VBG
ended,VBN
grab,NN
dinner,NN
rage,VB
quit,NN
wander,NN
infected,VBD
coast,NN
lodge,NN
dormitory,NN
cab,NN
miss,NN
cup,NN
line,NN
restock,NN
ginger,NN
ale,JJ
slice,NN
soda,NN
commencement,NN
tele,NN
riding,VBG
rant,JJ
primary,JJ
could,MD
valuable,VB
lesson,JJ
learnt,NN
sheltered,VBD
unacceptable,JJ
scolding,VBG
ownership,NN
turned,VBD
devil,NN
bob,NN
dye,JJ
violet,NN
rook,JJ
dead,JJ
alive,JJ
boss,NN
scold,NN
quiet,JJ
repost,RB
summer,NN
load,NN
physical,JJ
chain,NN
fuji,NN
specialty,NN
f,NNS
setup,NN
general,JJ
damp,NN
yea,JJ
dreadful,JJ
everybody,NN
produce,NN
born,VBN
wa,NN
guest,NN
hey,NN
owl,NN
chat,WP
disappear,JJ
magically,RB
shall,MD
pry,VB
er,NN
nonsense,JJ
flag,NN
sponsor,NN
fellow,JJ
charity,NN
scare,VB
turns,NNS
unexpected,JJ
route,NN
couple,JJ
holding,VBG
class,NN
price,NN
dirty,NN
minded,VBD
solid,JJ
fan,NN
advert,NN
ad,NN
supporting,VBG
coo,JJ
celebrate,VB
milestone,NN
boycott,NN
tho,JJ
blood,NN
roughly,RB
wee,NN
waiting,VBG
multiverse,VB
south,JJ
manager,NN
assistance,NN
prepared,VBD
meal,NN
piano,NN
skill,NNS
suit,NN
pubic,VBZ
tune,JJ
player,NN
advanced,VBD
finger,NN
meanwhile,RB
fist,NN
pianist,NN
instrument,NN
version,NN
blocker,NN
lei,NN
break,NN
ambiguous,JJ
commander,NN
shag,NN
moral,JJ
yo,NN
archive,NN
status,NN
touching,VBG
trailer,NN
emigrate,JJ
stick,JJ
financially,RB
seeking,VBG
cool,JJ
justice,NN
commando,NN
treat,NN
equally,RB
mistake,VBP
tier,RB
cautious,JJ
reassure,NN
rely,RB
chair,NN
lawyer,NN
form,NN
entertainment,NN
privilege,NN
serve,VBP
drunk,NN
talking,VBG
ultimately,RB
reliant,JJ
reinforce,JJ
strategy,NN
neon,JJ
san,VBD
tot,NN
restart,VB
schedule,NN
brother,RB
passionate,JJ
pool,NN
investable,JJ
reasonable,JJ
goal,NN
expense,NN
crush,NN
chalet,NN
invest,JJ
investment,NN
agent,NN
ideal,JJ
step,JJ
crossed,VBD
realistic,JJ
resale,NN
mark,VB
folk,NN
cash,NN
lease,NN
mail,NN
planner,NN
marketing,NN
executive,NN
decided,VBD
payment,NN
successful,JJ
bid,NN
four,CD
room,NN
secondary,JJ
launch,NN
wage,NN
background,VBN
tearing,VBG
bu,NN
valuation,NN
dream,JJ
expectation,NN
becoming,VBG
twisted,JJ
suburban,JJ
cheap,JJ
capital,NN
gains,NNS
stage,JJ
potential,JJ
buddy,NN
swot,NN
pest,JJS
micro,NN
accounting,NN
finance,NN
rebalance,NN
portfolio,NN
introduce,NN
mouse,NN
homework,NN
strict,NN
loan,NN
ai,RB
banker,VBP
clown,JJ
increasing,VBG
club,NN
teach,VB
king,VBG
clothing,NN
potentially,RB
wasting,NN
youth,NN
turning,VBG
freak,JJ
beg,NN
laughing,VBG
aim,NN
cycle,NN
vice,NN
scrub,NN
toilet,NN
shi,NN
afterwards,NNS
shower,NN
