,date,news title,news source(url),content summary,keywords,class_name,full Article 
10,2022-01-07 19:56:40+08:00,Affected Bah Soon Pah plant nurseries and farms to get lease extension until May 31,https://www.straitstimes.com/singapore/community/affected-bah-soon-pah-plant-nurseries-and-farms-to-get-lease-extension-until-may-31,"SINGAPORE - Plant nursery and farm tenants in Bah Soon Pah Road, in Yishun, who originally had to vacate their plots by Dec 31 last year will now have until May 31 to do so.
The affected nurseries had appealed to Home Affairs and Law Minister K. Shanmugam and National Development Minister Desmond Lee for an extension of their leases while they arrange for the move to their new sites.
Mr Shanmugam and the two agencies met the affected tenants on Thursday and told them that the agencies had considered the situation and were able to give the tenants a five-month lease extension.
To help the affected nurseries secure an alternative site early, NParks had told them of scheduled land tender launches in advance, and helped them in the land tender process.
To date, five nurseries in Bah Soon Pah that are accredited under the Nursery Accreditation Scheme (NAS) have found replacement plots.","affected, tenants, soon, nurseries, bah, lease, nparks, tender, farms, land, told, 31, agencies, pah, extension, plant, flats",Yishun,"SINGAPORE - Plant nursery and farm tenants in Bah Soon Pah Road, in Yishun, who originally had to vacate their plots by Dec 31 last year will now have until May 31 to do so.

This will give them time to secure new sites and complete the moving process, said the Singapore Land Authority (SLA) and National Parks Board (NParks) in a joint statement on Friday (Jan 7).

The affected nurseries had appealed to Home Affairs and Law Minister K. Shanmugam and National Development Minister Desmond Lee for an extension of their leases while they arrange for the move to their new sites.

Mr Shanmugam and the two agencies met the affected tenants on Thursday and told them that the agencies had considered the situation and were able to give the tenants a five-month lease extension.

The Government had informed the tenants in July 2017 that the land had to be returned to the state when their leases expire.

SLA and NParks had also earlier provided the tenants with lease extensions of between one and t"
11,2022-01-20 12:11:15+00:00,"Worker In Yishun Passes Away After Falling From Ladder, MOM Investigating Accident",https://mustsharenews.com/yishun-worker-ladder-accident/,"59-Year-Old Worker In Yishun Passes Away After A FallWe all expect our workplaces to be a safe environment for us to work in.
On 24 Dec 2021, a 59-year-old man passed away after falling off a ladder that was leaning against the edge of a mezzanine level of his workplace.
Worker in Yishun fell from 1.7-metre heightAccording to Channel NewsAsia (CNA), the worker was working on an unsecured A-frame ladder that was leaning on the edge of a mezzanine.
Authorities warn against using A-frame ladderOn Wednesday (19 Jan), the Work Safety and Health Council (WSHC) issued an alert advising against the use of A-frame ladders as leaning ladders.
They also advise workers to secure all leaning ladders by tying and extending them 1 metre above the landing point.","leaning, mom, safety, aframe, worker, investigating, ladder, yishun, falling, work, passes, head, away, workers, accident, ladders, 59yearold",Yishun,"59-Year-Old Worker In Yishun Passes Away After A Fall

We all expect our workplaces to be a safe environment for us to work in. However, this was not the case for a worker in Yishun.

On 24 Dec 2021, a 59-year-old man passed away after falling off a ladder that was leaning against the edge of a mezzanine level of his workplace.

Source

As he was descending, the ladder reportedly slipped, causing him to fall and hit his head against the floor.

The man was subsequently taken to Khoo Teck Puat Hospital (KTPH) where he succumbed to his injuries 3 days later.

The Ministry of Manpower (MOM) is currently investigating this case and has instructed the employer to block all access to the mezzanine.

Worker in Yishun fell from 1.7-metre height

According to Channel NewsAsia (CNA), the worker was working on an unsecured A-frame ladder that was leaning on the edge of a mezzanine.

As he was trying to dismount from the ladder, it slipped and he fell from a height of 1.7 metres, hitting his head "
12,2022-01-25 21:16:26+00:00,Schroders Buying Singapore's Wisteria Mall From BBR,https://www.mingtiandi.com/real-estate/retail/schroders-buying-singapores-wisteria-mall-from-bbr/,"UK private equity firm Schroders has agreed to buy a northern Singapore mall for S$208 million ($154.8 million), as neighbourhood retail continues to attract property investors during the COVID-19 era.
The British finance firm, which took over Hong Kong’s Pamfleet in 2020, is buying the Wisteria Mall, which forms the retail podium below the Wisteria condo complex in the Yishun area, from a unit of Singapore-listed builder BBR Holdings, which announced the sale in a filing with the Singapore Exchange.
Lee pointed to the high density in Yishun, which is home to several large public housing estates, and the mass-transit stations encircling the Wisteria Mall, as providing a built-in catchment for the project.
Aiming to UpgradeSchroders is acquiring the Wisteria Mall, which has a strata lot area of 17,328 square metres (186,517 square feet) on a 99-year leasehold site, for the equivalent of nearly S$12,004 ($8,924) per square metre.
Last June, local developer Low Keng Huat announced that it would purchase investment firm Sun Venture’s 45 percent stake in the Paya Lebar Square mall for S$90.5 million ($67 million).","property, retail, square, singapore, hong, schroders, buying, million, capital, singapores, mall, wisteria, bbr",Yishun,"UK private equity firm Schroders has agreed to buy a northern Singapore mall for S$208 million ($154.8 million), as neighbourhood retail continues to attract property investors during the COVID-19 era.

The British finance firm, which took over Hong Kong’s Pamfleet in 2020, is buying the Wisteria Mall, which forms the retail podium below the Wisteria condo complex in the Yishun area, from a unit of Singapore-listed builder BBR Holdings, which announced the sale in a filing with the Singapore Exchange.

While retail investments have lost favour in recent years with investors pursuing the e-commerce-powered appeal of warehouses, Schroders — which has a track record in the region of acquiring and repositioning less-loved assets — sees the Wisteria Mall as providing opportunities that complement online channels.

“Online retail is still a threat to the general retail sector, but instead of fighting it we should embrace it,” Allan Lee, Schroders’ head of Asia ex-China for real estate, told "
13,2022-01-25 21:16:26+00:00,"GP linked to 'Healing the Divide' group offered bail of S$20,000 in alleged vaccine fraud case",https://mothership.sg/2022/01/jipson-quah-thomas-chua-bail/,"Jipson Quah, 33, was offered a S$20,000 bail on Jan. 31.
His assistant Thomas Chua Cheng Soon, 40, was offered a S$15,000 bail on the same date.
Bail set for Quah and assistantBoth Quah and Chua were arrested on Jan. 21, and have been in remand since.
Mothership understands that there are four medical clinics involved – Wan Medical Clinic, Mayfair Medical Clinic, Mayfair Medical Clinic (Yishun Chong Pang), and Ong Clinic & Surgery (Yishun).
Mothership understands that Koh will be remanded upon her discharge from Singapore General Hospital as she was denied bail.","medical, vaccine, healing, group, s20000, linked, clinic, bail, offered, koh, fraud, court, understands, divide, case, jan, quah, false, gp, chua",Yishun,"Jipson Quah, 33, was offered a S$20,000 bail on Jan. 31.

The registered medical practitioner was charged for dishonestly making a false representation of vaccination data to the Ministry of Health (MOH).

His assistant Thomas Chua Cheng Soon, 40, was offered a S$15,000 bail on the same date.

Bail set for Quah and assistant

Both Quah and Chua were arrested on Jan. 21, and have been in remand since.

The pair made an appearance in court today (Jan. 31) via video link.

Mothership understands that Withers KhattarWong is no longer providing legal counsel to Quah.

He was represented by his new lawyer Anand Nalachandran of Forte Law LLC on Jan. 31, according to CNA.

While seeking bail for the pair, the prosecutor also asked for an adjournment for Quah and Chua.

Should Quah and Chua accept the bail, the duo is required to surrender their passport, not commit any offences while out on bail, and appear in court when told to do so.

The court also heard that Quah can communicate with his c"
14,2022-01-31 13:53:11+08:00,MOE to enhance safe delivery of Outdoor Adventure Learning activities,https://www.straitstimes.com/sport/moe-to-enhance-safe-delivery-of-outdoor-adventure-learning-activities,"SINGAPORE - The safe delivery of Outdoor Adventure Learning (OAL) activities will be enhanced via measures such as additional requirements on the providers and enhancing the capacity of schools to work with them, said the Ministry of Education (MOE).
These activities include zip line, high rope courses, mountaineering and kayaking.
The ministry has completed its internal review of height-based OAL activities and will provide more details after finalising them with stakeholders, said the MOE in response to queries from The Straits Times.
All height-based OAL activities remain suspended following the incident.
It is the largest provider of outdoor education activities in Singapore and represents 24 organisation members.","adventure, school, zip, moe, singapore, outdoor, line, activities, instructors, enhance, schools, learning, safe, delivery, oal, ministry",Yishun,"SINGAPORE - The safe delivery of Outdoor Adventure Learning (OAL) activities will be enhanced via measures such as additional requirements on the providers and enhancing the capacity of schools to work with them, said the Ministry of Education (MOE).

These activities include zip line, high rope courses, mountaineering and kayaking.

The ministry has completed its internal review of height-based OAL activities and will provide more details after finalising them with stakeholders, said the MOE in response to queries from The Straits Times.

It will also take into account the outcome of a police investigation, which is still pending, into a high-element incident at Safra Yishun in February 2021 involving a 15-year-old student before assessing if further measures should be taken.

Anglo-Chinese School (Independent) student Jethro Puah died after losing his footing while participating in a challenge ropes course. All height-based OAL activities remain suspended following the incident.

MOE"
15,2022-01-21 14:20:00+08:00,"Dangerous of aunties to lean against MRT platform doors, chope space with bags: Stomper",https://stomp.straitstimes.com/singapore-seen/dangerous-of-aunties-to-lean-against-mrt-platform-doors-chope-space-with-bags-stomper,"A commuter was concerned to see several people engaging in risky and dangerous behaviour at Yishun MRT station on Wednesday (Jan 19).
Stomper Manoj Kumar was waiting to take the 5.20am train from Yishun to Bayfront when he made certain observations.
He recounted: ""To my shock, I saw bags being placed at the MRT platform's glass door even though no one was standing there.
""I also observed a man hanging his bag on the glass door using a S-hook.
""That same afternoon, I approached control station staff at Yishun MRT station to highlight my concerns.","chope, dangerous, bags, concerns, yishun, stomper, matter, standing, station, doors, door, glass, train, mrt, lean, space, platform, safety, aunties",Yishun,"A commuter was concerned to see several people engaging in risky and dangerous behaviour at Yishun MRT station on Wednesday (Jan 19).

Stomper Manoj Kumar was waiting to take the 5.20am train from Yishun to Bayfront when he made certain observations.

He recounted: ""To my shock, I saw bags being placed at the MRT platform's glass door even though no one was standing there.

""I only realised later that those bags belonged to some aunties who had wanted to board the 5.20am train as well.

""I also observed a man hanging his bag on the glass door using a S-hook. He was leaning against the glass door when the train approached.

""All of them were standing beyond the yellow line and pushing each other when the train approached the station.

""That same afternoon, I approached control station staff at Yishun MRT station to highlight my concerns. I was referred to the safety manager and I reported the matter. However, he told me that there was a lack of manpower.

""Is safety not being prioritise"
16,2022-01-21 14:20:00+08:00,"Teen pleads guilty to sexual crimes against underage girls, including molesting 15-year-old",https://www.todayonline.com/singapore/teen-pleads-guilty-sexual-crimes-against-underage-girls-including-molesting-15-year-old-1785926,"SINGAPORE — A 15-year-old girl told a teenage boy to take his hands off her waist, but he did not budge.
The boy, now 17, on Friday (Jan 7) pleaded guilty in court to sexual penetration of a minor under 16, molestation and insulting the modesty of another by a word or gesture.
After some time, the girl became tipsy, got up and told him that she wanted to go home.
In spite of this, he had underage sex in October 2021 with another 15-year-old girl while sleeping over at a friend’s place.
Aside from the two incidents, the court heard that the boy had committed sexual crimes against at least two other victims.","sleeping, guilty, underage, girl, 15yearold, sex, tried, crimes, including, girls, state, court, wanted, pleads, told, molesting, teen, sexual, boy",Yishun,"SINGAPORE — A 15-year-old girl told a teenage boy to take his hands off her waist, but he did not budge.

He pulled her towards him and told her to perform a sex act on him.

The boy, now 17, on Friday (Jan 7) pleaded guilty in court to sexual penetration of a minor under 16, molestation and insulting the modesty of another by a word or gesture. Eight other charges will be considered during sentencing.

He cannot be named under the law because he is below 18.

On Sept 13, 2020, the teenager befriended the girl on messaging application Snapchat and asked to meet her the next day at Khatib MRT Station in Yishun.

When they met, he asked her to follow him to a housing block in Yishun, saying that he wanted to meet a friend there.

He took her to a staircase landing where he committed the crime. Court documents did not state whether the girl performed the act.

The boy then told her to wait while he met his friend.

About an hour later, he returned with a bottle of liquor, and the pair wen"
17,2022-01-21 14:20:00+08:00,Clinic allegedly offered services to skirt COVID-19 testing rules; doctor linked to Healing the Divide founder,https://www.channelnewsasia.com/singapore/clinic-covid-19-rules-testing-vaccine-jipson-quah-healing-divide-2453786,"SINGAPORE: A clinic in Bedok North is suspected for partnering Iris Koh, the founder of the Healing the Divide group, to pass off unsupervised COVID-19 testing for the purposes of pre-event testing as supervised tests, a practice in breach of COVID-19 rules.
The Ministry of Health said on Sunday (Jan 23) that it started investigating Wan Medical Clinic after a tip-off in December last year.
""Wan Medical Clinic allowed individuals to allegedly submit to the clinic pre-recorded videos and/or photos purporting to show that they had performed ART (antigen rapid test) PET (pre-event testing) on themselves.
Under COVID-19 rules, supervised pre-event testing must be done in real-time and in the presence of a registered medical practitioner or qualified self-administered test supervisor.
The doctor, Jipson Quah, would allegedly submit information indicating that COVID-19 vaccines had been administered to people, when they had in fact not received such vaccinations.","medical, preevent, healing, submit, doctor, linked, clinic, services, vaccination, skirt, offered, divide, rules, individuals, testing, allegedly, test, founder, covid19",Yishun,"SINGAPORE: A clinic in Bedok North is suspected for partnering Iris Koh, the founder of the Healing the Divide group, to pass off unsupervised COVID-19 testing for the purposes of pre-event testing as supervised tests, a practice in breach of COVID-19 rules.

The Ministry of Health said on Sunday (Jan 23) that it started investigating Wan Medical Clinic after a tip-off in December last year.

""Wan Medical Clinic allowed individuals to allegedly submit to the clinic pre-recorded videos and/or photos purporting to show that they had performed ART (antigen rapid test) PET (pre-event testing) on themselves. The clinic then uploaded the negative ART results for these individuals,"" said MOH.

Under COVID-19 rules, supervised pre-event testing must be done in real-time and in the presence of a registered medical practitioner or qualified self-administered test supervisor.

A breach of this could result in a jail term of up to three months, a maximum fine of S$5,000, or both, for the test prov"
18,2022-01-14 10:59:38+08:00,Three assisting with investigations after HSA raids on e-vaporiser network,https://www.straitstimes.com/singapore/three-assisting-with-investigations-after-hsa-raids-on-e-vaporiser-network,"SINGAPORE - Three people who allegedly peddled electronic vaporisers are currently assisting the authorities with investigations after the Health Sciences Authority (HSA) conducted raids last Thursday (Jan 6).
They are believed to have used Telegram to advertise and sell e-vaporisers and vapour pods to a large number of people.
Although their distribution network has been broken up, HSA noted that many other e-vaporiser sellers are increasingly using anonymous messaging apps like the encrypted WeChat and Telegram.
HSA said one of the men has been referred to the Central Narcotics Bureau for investigations into suspected drug-related offences, for which he could face separate charges.
Some health authorities have said e-vaporisers are less harmful than smoking, but all agree that these are still not safe.","evaporisers, raids, telegram, hsa, assisting, smoking, used, sellers, vapour, tobacco, authorities, vaping, survey, evaporiser, investigations, network",Yishun,"SINGAPORE - Three people who allegedly peddled electronic vaporisers are currently assisting the authorities with investigations after the Health Sciences Authority (HSA) conducted raids last Thursday (Jan 6).

They are believed to have used Telegram to advertise and sell e-vaporisers and vapour pods to a large number of people. Although their distribution network has been broken up, HSA noted that many other e-vaporiser sellers are increasingly using anonymous messaging apps like the encrypted WeChat and Telegram.

The three people involved are two men and a woman, who were found in a hotel in Geylang and homes in Yishun and Serangoon.

Not yet formally arrested, they could be fined up to $10,000 or jailed for up to six months, or both, if found guilty of peddling imitation tobacco products.

The maximum jail time and fine double on the second offence.

In this case, some $200,000 worth of e-vaporisers and related components were seized, including hundreds of packets of vapour pods us"
19,2022-01-14 10:59:38+08:00,"Jail, fine for police NSman who swung e-scooter at LTA officer after riding illegally on footpath",https://www.todayonline.com/singapore/jail-fine-police-nsman-who-swung-e-scooter-lta-officer-after-riding-illegally-footpath-1802226,"SINGAPORE — When an enforcement officer from the Land Transport Authority (LTA) caught David Chan Wei Peng illegally riding his electric scooter on a footpath, he swung it at the officer before fleeing.
Mr Yeo managed to grab his backpack but Chan struggled and a scuffle ensued, resulting in Mr Yeo suffering an abrasion on his arm.
The officer’s colleague alighted from the van and rushed over to help in apprehending Chan, who then swung his e-scooter towards Mr Yeo.
Mr Yeo and the third officer gave chase, eventually catching up with him after a brief pursuit and detaining him.
The prosecution sought the jail term imposed, noting that Chan ultimately did not strike Mr Yeo with the e-scooter but that the potential harm was high.","jail, jailed, chan, escooter, pmd, officer, yeo, illegally, fine, footpath, mr, lta, using, nsman, van, riding, swung, fined",Yishun,"SINGAPORE — When an enforcement officer from the Land Transport Authority (LTA) caught David Chan Wei Peng illegally riding his electric scooter on a footpath, he swung it at the officer before fleeing.

At the time, the operationally ready national serviceman (NSman) was on the way to perform his reservist duties at Yishun North Neighbourhood Police Centre.

Chan, 24, who works as a mechanic, was jailed seven days and fined S$1,400 on Friday (Jan 28) for his actions on March 4 last year. He will begin serving his sentence on Feb 7.

The Singaporean pleaded guilty to one count of using criminal force on a public servant and two charges under the Active Mobility Act 2017. Two other similar charges were taken into consideration for sentencing.

The court heard that Chan was riding his personal mobility device (PMD), which was not UL2272-certified, on the footpath along Gambas Avenue in Sembawang at about 8.30am. PMDs were banned from footpaths on April 3, 2020.

Meanwhile, three LTA enfo"
20,2022-02-20 14:00:00+08:00,Teachers and pupils lock themselves in classrooms after monkey breaks into Yishun primary school,https://www.asiaone.com/singapore/teachers-and-pupils-lock-themselves-classrooms-after-monkey-breaks-yishun-primary-school,"Teachers and pupils hurriedly closed the doors and windows to their classrooms after a monkey was spotted clambering up the four-storey school building and onto the roof.
The incident is said to have occurred at Chongfu School in Yishun on Thursday (Feb 17) morning, Shin Min Daily News reported on Feb 19.
The parent, a 46-year-old engineer, said the school had warned pupils on Feb 16 about monkey sightings and that it had dispatched personnel to keep a lookout at locations where the primates tend to appear.
Another parent whom Shin Min Daily News spoke to said that his nine-year-old son had witnessed the monkey intrusion on Thursday.
In one recent clip which looks to be taken in a secondary school, a monkey is seen rummaging through a school bag while students looked on from a distance.","primary, classrooms, monkeys, monkey, yishun, lock, feb, pupils, breaks, parent, shin, sightings, school, teachers, min, daily",Yishun,"Teachers and pupils hurriedly closed the doors and windows to their classrooms after a monkey was spotted clambering up the four-storey school building and onto the roof.

The incident is said to have occurred at Chongfu School in Yishun on Thursday (Feb 17) morning, Shin Min Daily News reported on Feb 19.

The Chinese evening daily had received a notification from a concerned parent, who told the paper of the simian intrusion.

The parent, a 46-year-old engineer, said the school had warned pupils on Feb 16 about monkey sightings and that it had dispatched personnel to keep a lookout at locations where the primates tend to appear. According to his son, the school had told pupils to avoid those areas.

The man added that among parents, there was speculation if the sightings involved just one monkey or a group of them, and that he had not heard from the school regarding the incident.

Another parent whom Shin Min Daily News spoke to said that his nine-year-old son had witnessed the monke"
21,2022-02-21 05:12:59+00:00,"Monkeys Lurk Around Primary School In Yishun, Students Lock Doors & Windows For Safety",https://mustsharenews.com/monkeys-yishun-school/,"Wild Monkeys Spotted At Chongfu School In YishunRecently, news of a wild monkey interacting with a student went viral, much to the amusement of Singaporeans.
This may explain why Chongfu Primary School students promptly secured the doors and windows of the building when they learnt there were wild monkeys on school grounds.
SourceTeachers and students were also told to hide in their classrooms for safety.
3 monkeys locked in Yishun school toiletAccording to Shin Min Daily News, a student saw the monkey jumping up the roof of the 4th floor on Thursday (17 Feb).
School reminded students to avoid monkeysShin Min Daily News also reported that the school had earlier issued a warning to students about wild monkeys during their morning assembly on Wednesday (16 Feb).","doors, safety, primary, monkeys, toilet, safe, monkey, yishun, lurk, lock, wild, student, students, school, saw, windows",Yishun,"Wild Monkeys Spotted At Chongfu School In Yishun

Recently, news of a wild monkey interacting with a student went viral, much to the amusement of Singaporeans.

However, the incident also raised concerns about close interaction with primates as it is dangerous.

This may explain why Chongfu Primary School students promptly secured the doors and windows of the building when they learnt there were wild monkeys on school grounds.

Source

Teachers and students were also told to hide in their classrooms for safety.

3 monkeys locked in Yishun school toilet

According to Shin Min Daily News, a student saw the monkey jumping up the roof of the 4th floor on Thursday (17 Feb). When his friend saw the monkey, he screamed in horror.

There were reportedly 3 monkeys locked in the toilet at one time. They escaped when a security guard opened the toilet door.

Image for illustration purposes only

Source

The principal then used the internal broadcasting system to instruct teachers to lock the door"
22,2022-02-21 05:12:59+00:00,"3,953 new BTO flats launched in Geylang, Kallang Whampoa, Tengah & Yishun",https://mothership.sg/2022/02/february-2022-bto-launch/,"The Housing Development Board (HDB) has launched 3,953 new Built-To-Order (BTO) flats today (Feb. 17), under the February 2022 BTO exercise.
Grove Spring @ YishunGrove Spring @ Yishun, bounded by Yishun Avenue 6 and Yishun Avenue 8, comprises eight 15-storey residential blocks.
Parc Flora @ TengahParc Flora @ Tengah is located in Tengah Park District, and will be bounded by Tengah Drive and Tengah Garden Walk.
Apply for February 2022 BTO exerciseApplications for the flats launched in the February 2022 BTO exercise can be made online on HDB InfoWEB for seven days, starting today (Feb. 17) until Feb. 23.
Upcoming BTO launchesIn May 2022, HDB will launch around 5,300 BTO flats in towns/estates such as Bukit Merah, Jurong West, Ghim Moh estate in Queenstown, Toa Payoh and Yishun.","located, hdb, 2022, flexi, whampoa, yishun, kallang, residential, geylang, tengah, bto, 3953, units, launched, flats",Yishun,"The Housing Development Board (HDB) has launched 3,953 new Built-To-Order (BTO) flats today (Feb. 17), under the February 2022 BTO exercise.

398 flats located in Kallang Whampoa are offered under the Prime Location Public Housing (PLH) model, which HDB says is aimed a ""keep[ing] new public housing built in prime and central locations affordable and accessible for Singaporeans"".

More information on new launches

The launch includes a selection of flats ranging from 2-room Flexi to 5-room flats.

The indicative prices (excluding grants) for the flats range from S$95,000 for a 2-room Flexi flat in Yishun (non-mature estate) to S$688,000 for a 4-room flat in Geylang (mature estate).

Grove Spring @ Yishun

Grove Spring @ Yishun, bounded by Yishun Avenue 6 and Yishun Avenue 8, comprises eight 15-storey residential blocks.

There are 987 units of 2-room Flexi, 3-, 4-, and 5-room flats.

Flats in this development will have a shorter waiting time, with an estimated waiting period of less tha"
23,2022-02-21 05:12:59+00:00,"Man, 61, angry he signed S$1,771 hair package at Yishun salon, shop says he willingly did it",https://mothership.sg/2022/02/yishun-salon-package/,"A 61-year-old man, who went for a hair cut and dye job at a hair salon in Yishun, ended up signing up for a S$1,771 package -- and became upset that he did.
By the end of his salon visit, Lee had allegedly agreed to take up a package comprising 15 haircuts, 15 hair colouring sessions, and 10 scalp treatments.
Not told priceLee claimed that he was only told about the package and its costs during the check-out process.
The receipts showed Lee paid S$760, S$91 and S$90 in three separate transactions.
The owner said Lee told her he would make her shop ""popular, and this was said when there were other customers around at that time.","package, salon, went, signed, yishun, willingly, s1771, man, angry, told, customer, paid, shop, hair, owner, lee",Yishun,"A 61-year-old man, who went for a hair cut and dye job at a hair salon in Yishun, ended up signing up for a S$1,771 package -- and became upset that he did.

The customer, surnamed Lee, then took to social media to air his grievances.

Details about his case were then reported by Shin Min Daily News

What happened

Lee went to the salon at Block 717 Yishun Street 71 to cut and dye his hair on Feb. 5 evening.

He said he had initially wanted to just get a haircut, but decided to dye his hair as well as they were greying.

The staff at the salon then pointed out he has problem with his scalp.

By the end of his salon visit, Lee had allegedly agreed to take up a package comprising 15 haircuts, 15 hair colouring sessions, and 10 scalp treatments.

Not told price

Lee claimed that he was only told about the package and its costs during the check-out process.

He alleged:

""The staff didn't mention the package and related charges from start to end, and only explained the package and related "
24,2022-02-28 17:28:00+08:00,Man flees Yishun coffee shop after beer seller cries he touched her breasts,https://www.asiaone.com/singapore/man-flees-yishun-coffee-shop-after-beer-seller-cries-he-touched-her-breasts,"A middle-aged man was arrested by the police after he allegedly touched a beer seller's breasts while she was serving him drinks.
The incident took place at a coffee shop along Yishun Avenue 5 last Saturday (Feb 26) night, Shin Min Daily News reported.
A coffee shop employee told the Chinese daily that he heard the woman cry for help as the suspect fled the scene.
According to him, the woman is a Vietnamese national who has been working at the coffee shop for several years.
Witnesses said that the police officers were collecting evidence at the coffee shop until 1am.","avenue, case, yishun, breasts, cries, seller, man, beer, touched, woman, coffee, flees, shop, daily",Yishun,"A middle-aged man was arrested by the police after he allegedly touched a beer seller's breasts while she was serving him drinks.

The incident took place at a coffee shop along Yishun Avenue 5 last Saturday (Feb 26) night, Shin Min Daily News reported.

A coffee shop employee told the Chinese daily that he heard the woman cry for help as the suspect fled the scene.

""She was very angry and anxious, she said that the customer touched her breasts and ran off,"" he said.

She called the police shortly after.

According to him, the woman is a Vietnamese national who has been working at the coffee shop for several years.

Police arrived at the scene to get a statement from the woman and reviewed footage from the nearby CCTVs. Witnesses said that the police officers were collecting evidence at the coffee shop until 1am.

In response to AsiaOne's queries, the police confirmed that they were alerted to a case of outrage of modesty at Block 732 Yishun Avenue 5.

They arrested a 52-year-old man "
25,2022-02-28 17:28:00+08:00,"Taxi driver in Yishun swerves suddenly to overtake motorcycle, does it twice in less than 1 minute",https://mothership.sg/2022/02/taxi-swerve-overtake-motorcycle-twice/,"A Trans-cab taxi driver was captured on camera overtaking a motorcycle suddenly and dangerously while driving along Yishun Central.
What the video showedThe video shows the driver overtaking the motorcycle twice, cutting into its path sharply and without warning.
The footage begins with the taxi and motorcycle at a junction at the end of Yishun Avenue 11.
The motorcycle is ahead of the taxi after both vehicles turned, but the taxi soon speeds up and starts to filter right.
Top image screenshot via SG Road Vigilante on FacebookFollow and listen to our podcast here","minute, motorcycle, swerves, overtaking, footage, taxi, suddenly, driver, yishun, does, road, video, vigilante, overtake, vehicles, twice",Yishun,"A Trans-cab taxi driver was captured on camera overtaking a motorcycle suddenly and dangerously while driving along Yishun Central.

This happened twice in the span of less than a minute, and was recorded in dashcam footage from another vehicle.

The footage was uploaded online by the SG Road Vigilante Facebook page, which said that the incident took place on Feb. 5 at around 4:22pm.

What the video showed

The video shows the driver overtaking the motorcycle twice, cutting into its path sharply and without warning.

The footage begins with the taxi and motorcycle at a junction at the end of Yishun Avenue 11.

Both vehicles are in the same lane, and both turned right onto Yishun Central.

The motorcycle is ahead of the taxi after both vehicles turned, but the taxi soon speeds up and starts to filter right.

However, the taxi is prevented from overtaking as there is another car on the right lane.

After the vehicles go over a hump, the taxi speeds up suddenly and cuts in narrowly in fro"
26,2022-02-28 17:28:00+08:00,"Geoff Malone, Australian architect who designed Yishun 10 & Palisades condo, dies aged 79",https://mothership.sg/2022/02/geoff-malone-dies-aged-79/,"Geoffrey T. Malone, an Australian architect and co-founder of the Singapore International Film Festival, has passed away aged 79.
Designed unique buildings in SingaporeMalone is known for designing some unique buildings in Singapore, including the futuristic-looking Golden Village Yishun (formerly Yishun 10) and the Palisades condominium which features a funicular lift.
Lived an ""unimaginably rich and fulfilling life""The Australian, who was born in 1943, moved to Singapore in 1981 and later became a permanent resident.
In 1987, Malone co-founded the Singapore International Film Festival to help nurture local filmmakers and to bring lesser-known international films to a local audience.
His obituary said that Malone lived ""an unimaginably rich and fulfilling life"".","geoff, condo, australian, architect, singapore, passed, unique, yishun, international, film, malone, aged, festival, unimaginably, rich, palisades, dies, designed",Yishun,"Geoffrey T. Malone, an Australian architect and co-founder of the Singapore International Film Festival, has passed away aged 79.

In an obituary posted on Obits SG, Malone was said to have passed away on Feb. 17 ""after a long illness"".

Designed unique buildings in Singapore

Malone is known for designing some unique buildings in Singapore, including the futuristic-looking Golden Village Yishun (formerly Yishun 10) and the Palisades condominium which features a funicular lift.

He also designed the Crystal Court apartment building on River Valley Road.

Lived an ""unimaginably rich and fulfilling life""

The Australian, who was born in 1943, moved to Singapore in 1981 and later became a permanent resident.

In 1987, Malone co-founded the Singapore International Film Festival to help nurture local filmmakers and to bring lesser-known international films to a local audience.

A film buff, Malone put S$20,000 of his own money into the inaugural festival and even acted in two Peter Weir fil"
27,2022-02-23 02:10:25+00:00,This Hidden Gem At Yishun Serves The Most Amazing Curry Chicken Chop Rice!,https://singaporefoodie.com/nanyang-curry-at-yishun-park-hawker-centre/,"Introducing Nanyang Curry, a hidden gem that serves the most amazing Curry Chicken Chop Rice!
Curry Chicken Chop Rice At YishunNestled away at Yishun Park Hawker Centre lies Nanyang Curry which serves up delicious curry dishes to the residents in the area.
For fans of scissors cut-curry rice, the curry chicken chop rice here is one you simply must try!
The Curry Chicken Chop Rice ($5) comes with a thick and fragrant curry that beautifully coats every grain of rice.
Besides their Curry Chicken Chop Rice, Nanyang Curry also has an array of other delectable curry dishes you wouldn’t want to miss out on!","hidden, dishes, amazing, nanyang, sure, yishun, curry, gem, definitely, rice, chicken, head, chop, serves",Yishun,"Ever eaten at Yishun before? If you haven’t, you are seriously missing out! Home to a treasure trove of scrumptious dishes like Har Cheong Gai, Curry Chee Cheong Fun, and Fried Carrot Cake, here’s another you should definitely add to your list! Introducing Nanyang Curry, a hidden gem that serves the most amazing Curry Chicken Chop Rice! If you’re looking for a scrumptious plate of curry rice, this is just the place to head to!

Curry Chicken Chop Rice At Yishun

Nestled away at Yishun Park Hawker Centre lies Nanyang Curry which serves up delicious curry dishes to the residents in the area. Run by a husband-and-wife duo, the stall offers your usual curry dishes such as Curry Fish Head and Curry Chicken, as well as unique ones like Curry Pork Rib and Curry Mutton! With this amount of variety, there’s definitely something for every curry lover to enjoy! For fans of scissors cut-curry rice, the curry chicken chop rice here is one you simply must try!

The Curry Chicken Chop Rice ($5) comes"
